RN7SL166P	Metazoa_SRP	ortholog_one2many
Y_RNA	Y_RNA	ortholog_one2many
	SNORA16	ortholog_one2one
RNY1P7	Y_RNA	ortholog_one2many
ATP4B	ATP4B	ortholog_one2one
RN7SL810P	Metazoa_SRP	ortholog_one2one
MIR759	MIR759	ortholog_one2one
RNU1-24P	U1	ortholog_one2one
RN7SL49P	Metazoa_SRP	ortholog_one2many
RN7SKP3	7SK	ortholog_one2many
KCTD4	KCTD4	ortholog_one2one
PABPC3	PABPC3	ortholog_one2one
AMER2	AMER2	ortholog_one2one
ACOD1	ACOD1	ortholog_one2one
RNU6-75P	U6	ortholog_one2one
GPC6	GPC6	ortholog_one2one
TMPRSS15	TMPRSS15	ortholog_one2one
SOX21	SOX21	ortholog_one2one
RNY4P27	Y_RNA	ortholog_one2one
RN7SL164P	Metazoa_SRP	ortholog_one2one
RNA5-8SN3	5_8S_rRNA	ortholog_one2many
RNA5-8SN1	5_8S_rRNA	ortholog_one2many
RNA5-8SN2	5_8S_rRNA	ortholog_one2many
Y_RNA	Y_RNA	ortholog_one2one
RN7SKP147	7SK	ortholog_one2one
RNU1-139P	U1	ortholog_one2many
RN7SKP236	7SK	ortholog_one2many
SNORA80A	SNORA42	ortholog_one2one
C13orf42	C13orf42	ortholog_one2one
MIR802	MIR802	ortholog_one2one
RNY4P14	Y_RNA	ortholog_one2one
SNORD102	SNORD102	ortholog_one2one
SNORA27	SNORA27	ortholog_one2one
RNU6-70P	U6	ortholog_one2one
RNU6-696P	U6	ortholog_one2many
RNU6-1150P	U6	ortholog_one2many
	SNORA51	ortholog_one2many
TFF2	TFF2	ortholog_one2one
H2BC12L		ortholog_one2one
KRTAP10-1		ortholog_many2many
KRTAP10-3		ortholog_many2many
KRTAP10-5		ortholog_many2many
KRTAP10-6		ortholog_one2many
KRTAP10-11		ortholog_one2many
KRTAP12-3		ortholog_many2many
KRTAP12-2		ortholog_many2many
KRTAP12-1		ortholog_many2many
OLIG1	OLIG1	ortholog_one2one
KRTAP11-1	KRTAP11-1	ortholog_one2one
KRTAP19-8	KRTAP19-8	ortholog_one2one
	SNORA81	ortholog_one2many
KRTAP10-9		ortholog_one2many
KRTAP10-4		ortholog_one2many
KRTAP13-2		ortholog_many2many
KRTAP13-1		ortholog_many2many
KRTAP19-7	KRTAP19-7	ortholog_one2one
SNORD74B	SNORD74	ortholog_one2one
MIR99A	MIR99A	ortholog_one2one
MIRLET7C	MIRLET7C	ortholog_one2one
MIR125B2	MIR125B2	ortholog_one2one
KRTAP6-2	KRTAP6-2	ortholog_one2one
KRTAP6-1	KRTAP6-1	ortholog_one2one
CTAGE1	MIA2	ortholog_one2many
MC4R	MC4R	ortholog_one2one
RNU6-916P	U6	ortholog_one2one
RN7SL97P	Metazoa_SRP	ortholog_one2one
RNU6-1242P	U6	ortholog_one2one
RN7SKP182	7SK	ortholog_many2many
RNU6-706P	U6	ortholog_one2one
RNU6-142P	U6	ortholog_one2one
RN7SL705P	Metazoa_SRP	ortholog_one2one
RN7SL795P	Metazoa_SRP	ortholog_one2one
RNU6-1131P	U6	ortholog_one2one
RNU7-87P	U7	ortholog_one2one
SNORD58C	SNORD58	ortholog_one2one
SNORD58A	SNORD58	ortholog_one2many
SNORD58B	SNORD58	ortholog_one2one
ONECUT2	ONECUT2	ortholog_one2one
MIR122		ortholog_one2many
RNU6-219P	U6	ortholog_one2many
U8	U8	ortholog_one2many
RNU6-120P	U6	ortholog_one2one
	SNORD23	ortholog_one2one
RNU6-167P	U6	ortholog_one2many
SERPINB11	SERPINB11	ortholog_one2one
RN7SL551P	Metazoa_SRP	ortholog_one2one
C18orf63	C18orf63	ortholog_one2one
SERPINB12	SERPINB12	ortholog_one2one
RNU6-340P	U6	ortholog_one2many
RN7SKP146	7SK	ortholog_one2many
RNU1-109P	U1	ortholog_one2many
SNORA37	SNORA30	ortholog_one2one
RN7SL233P	Metazoa_SRP	ortholog_one2many
MIR133A1	MIR133A1	ortholog_one2one
MIR1-2	MIR1-2	ortholog_one2one
RNU5F-3P	U5	ortholog_one2one
RNY4P37	Y_RNA	ortholog_one2one
RNU6-1278P	U6	ortholog_one2many
RN7SL310P	Metazoa_SRP	ortholog_one2one
SERPINB10	SERPINB10	ortholog_one2one
SLC35G4	SLC35G6	ortholog_one2many
RN7SL39P	Metazoa_SRP	ortholog_many2many
METTL21EP	METTL21EP	ortholog_one2one
SMIM34	SMIM34	ortholog_one2one
RNU6-1032P	U6	ortholog_one2one
MIR17	MIR17	ortholog_one2one
MIR18A	mmr-mir-18	ortholog_one2one
MIR19A	MIR19A	ortholog_one2one
MIR20A	MIR20A	ortholog_one2one
MIR19B1	MIR19B1	ortholog_one2one
MIR92A1	MIR92A1	ortholog_one2one
RNY3P2	Y_RNA	ortholog_one2many
MLNR	MLNR	ortholog_one2one
SLC25A52		ortholog_many2many
Metazoa_SRP	Metazoa_SRP	ortholog_one2many
MIR155	MIR155	ortholog_one2one
RN7SL740P	Metazoa_SRP	ortholog_one2one
RNU6-77P	U6	ortholog_one2many
EDNRB	EDNRB	ortholog_one2one
ZIC2	ZIC2	ortholog_one2one
NUFIP1	NUFIP1	ortholog_one2one
ADARB1	ADARB1	ortholog_one2one
CDK8	CDK8	ortholog_one2one
RB1	RB1	ortholog_one2one
SMAD9	SMAD9	ortholog_one2one
TIAM1	TIAM1	ortholog_one2one
RGCC	RGCC	ortholog_one2one
SLC25A30	SLC25A30	ortholog_one2one
RRP1B	RRP1B	ortholog_one2one
STOML3	STOML3	ortholog_one2one
ATP11A	ATP11A	ortholog_one2one
IL10RB	IL10RB	ortholog_one2one
NEK3	NEK3	ortholog_one2one
IFNAR2	IFNAR2	ortholog_one2one
BIVM	BIVM	ortholog_one2many
SCAF4	SCAF4	ortholog_one2one
ZDHHC20	ZDHHC20	ortholog_one2one
SERTM1	SERTM1	ortholog_one2one
ARL11	ARL11	ortholog_one2one
UFM1	UFM1	ortholog_one2one
MICU2	MICU2	ortholog_one2one
GTF2F2	GTF2F2	ortholog_one2one
RXFP2	RXFP2	ortholog_one2one
SOHLH2	SOHLH2	ortholog_one2one
C2CD2	C2CD2	ortholog_one2one
INTS6	INTS6	ortholog_one2one
AIRE	AIRE	ortholog_one2one
IFNAR1	IFNAR1	ortholog_one2one
FARP1	FARP1	ortholog_one2one
C21orf58		ortholog_one2one
B3GALT5	B3GALT5	ortholog_one2one
ATP5PF	ATP5PF	ortholog_one2one
PARP4	PARP4	ortholog_one2one
TTC3	TTC3	ortholog_one2one
TMEM255B	TMEM255B	ortholog_one2one
DNMT3L	DNMT3L	ortholog_one2one
WDFY2	WDFY2	ortholog_one2one
FTCD	FTCD	ortholog_one2one
NUDT15	NUDT15	ortholog_one2one
MEDAG	MEDAG	ortholog_one2one
SUCLA2	SUCLA2	ortholog_one2one
HS6ST3	HS6ST3	ortholog_one2one
CRYL1	CRYL1	ortholog_one2one
RNASEH2B	RNASEH2B	ortholog_one2one
PDE9A	PDE9A	ortholog_one2one
RNU6-408P	U6	ortholog_one2many
RCBTB2	RCBTB2	ortholog_one2one
RN7SL50P	Metazoa_SRP	ortholog_one2one
RN7SL342P	Metazoa_SRP	ortholog_one2one
U3	U3	ortholog_one2one
BOD1L2	BOD1	ortholog_one2many
DEFB129	DEFB129	ortholog_one2one
INSM1	INSM1	ortholog_one2one
DEFB128	DEFB128	ortholog_one2one
OLFM4	OLFM4	ortholog_one2one
COMMD6	COMMD6	ortholog_one2one
SCRT2	SCRT2	ortholog_one2one
DEFB127	DEFB127	ortholog_one2one
DSC1	DSC1	ortholog_one2one
NBEA	NBEA	ortholog_one2one
MIR187	MIR187	ortholog_one2one
	SNORA31	ortholog_one2one
RN7SKP69	7SK	ortholog_one2one
RN7SL547P	Metazoa_SRP	ortholog_one2one
RNU6-1257P	U6	ortholog_one2one
RNA5SP528	5S_rRNA	ortholog_many2many
RNU6-937P	U6	ortholog_one2one
RNA5SP532	5S_rRNA	ortholog_many2many
ATP12A	ATP12A	ortholog_one2one
MIR1-1	MIR1-1	ortholog_one2one
MIR133A2	MIR133A2	ortholog_one2one
CXXC1	CXXC1	ortholog_one2one
SERPINE3	SERPINE3	ortholog_one2one
ITGBL1	ITGBL1	ortholog_one2one
RN7SL156P	Metazoa_SRP	ortholog_many2many
RN7SL443P	Metazoa_SRP	ortholog_one2one
RNU6-743P	U6	ortholog_many2many
RNU6-1251P	U6	ortholog_one2many
GTSF1L	GTSF1L	ortholog_one2one
OTOR	OTOR	ortholog_one2one
R3HDML	R3HDML	ortholog_one2one
MIR124-3	MIR124-3	ortholog_one2one
RNU6-994P	U6	ortholog_one2one
RNU1-94P	U1	ortholog_one2one
XKR7	XKR7	ortholog_one2one
FAM83C	FAM83C	ortholog_one2one
AVP	AVP	ortholog_one2one
RN7SL555P	Metazoa_SRP	ortholog_one2many
RNU6-384P	U6	ortholog_one2one
RNU6-192P	U6	ortholog_one2one
SNORD17	SNORD17	ortholog_one2one
RNU7-137P	U7	ortholog_one2one
RN7SKP74	7SK	ortholog_one2many
RNU6-917P	U6	ortholog_one2many
RN7SL666P	Metazoa_SRP	ortholog_one2one
	SNORA26	ortholog_one2one
RN7SL615P	Metazoa_SRP	ortholog_one2many
SCEL	SCEL	ortholog_one2one
MAFB	MAFB	ortholog_one2one
MIR103A2	MIR103A2	ortholog_one2one
ZCCHC3	ZCCHC3	ortholog_one2one
SNORD12C	SNORD12	ortholog_one2one
SNORD12B	SNORD12	ortholog_one2one
SNORD12	SNORD12	ortholog_one2one
SOX12	SOX12	ortholog_one2one
WFDC13	WFDC13	ortholog_one2one
SPINT4	SPINT4	ortholog_one2one
ZNF831	ZNF831	ortholog_one2one
RN7SL636P	Metazoa_SRP	ortholog_one2many
RN7SL672P	Metazoa_SRP	ortholog_one2one
CSTL1	CSTL1	ortholog_one2one
OCSTAMP	OCSTAMP	ortholog_one2one
GCNT7	GCNT7	ortholog_one2one
SNORA71E	SNORA71	ortholog_one2one
SNORA60	SNORA71	ortholog_one2one
RN7SKP173	7SK	ortholog_one2one
TAF4	TAF4	ortholog_one2one
MIR499B	MIR499B	ortholog_one2one
RNU6-407P	U6	ortholog_one2many
HMGB1P1		ortholog_one2many
ANKRD60	ANKRD60	ortholog_one2one
BPIFB4	BPIFB4	ortholog_one2one
BPIFA2	BPIFA2	ortholog_one2one
BPIFB3	BPIFB3	ortholog_one2one
CACNA1I	CACNA1I	ortholog_one2one
RN7SL638P	Metazoa_SRP	ortholog_one2one
SETBP1	SETBP1	ortholog_one2one
DEFB121	DEFB121	ortholog_one2one
WFDC12	WFDC12	ortholog_one2one
DEFB116	DEFB116	ortholog_one2one
FAM210A	FAM210A	ortholog_one2one
DEFB118	DEFB118	ortholog_one2one
LMAN1	LMAN1	ortholog_one2one
ENTHD1	ENTHD1	ortholog_one2one
PKDREJ	PKDREJ	ortholog_one2one
RNU105B	SNORA73	ortholog_one2one
RN7SKP184	7SK	ortholog_many2many
SNORD83A	snoU83B	ortholog_one2many
SNORD43	SNORD43	ortholog_one2one
RN7SKP214	7SK	ortholog_one2many
RN7SKP100	7SK	ortholog_one2many
KLHL34	KLHL34	ortholog_one2one
MIB1	MIB1	ortholog_one2one
S100G	S100G	ortholog_one2one
PIGP		ortholog_one2many
PIGP	PIGP	ortholog_one2many
RNU6-919P	U6	ortholog_one2one
MTCL1	MTCL1	ortholog_one2one
AKAP4	AKAP4	ortholog_one2one
SNORA50B	SNORA76	ortholog_one2one
	SNORA50	ortholog_one2many
MAGEH1	MAGEH1	ortholog_one2one
RN7SKP221	7SK	ortholog_one2many
RNU6-495P	U6	ortholog_one2one
RNU6-476P	U6	ortholog_one2one
ZNF516	ZNF516	ortholog_one2one
RN7SL162P	Metazoa_SRP	ortholog_one2one
MIR185	MIR185	ortholog_one2one
MIR3618	MIR3618	ortholog_one2one
MIR1306	MIR1306	ortholog_one2one
SNORA77B	SNORA77	ortholog_one2many
GRP	GRP	ortholog_one2one
MIR33A	MIR33A	ortholog_one2one
PABPC1L2A		ortholog_one2many
CRYAA	CRYAA	ortholog_one2one
STARD6	STARD6	ortholog_one2one
MIR301B	MIR301B	ortholog_one2one
EFCAB8	EFCAB8	ortholog_one2one
RN7SL280P	Metazoa_SRP	ortholog_many2many
RNU6-225P	U6	ortholog_one2one
TRPM2	TRPM2	ortholog_one2one
RNY1P9	Y_RNA	ortholog_one2one
ZNF521	ZNF521	ortholog_one2one
RNU6-810P	U6	ortholog_one2many
RNU6-1219P	U6	ortholog_one2many
MAGEE1	MAGEE1	ortholog_one2one
CEBPB	CEBPB	ortholog_one2one
NDC80	NDC80	ortholog_one2one
SEC14L2	SEC14L2	ortholog_one2one
TEX13B	TEX13B	ortholog_one2one
POU3F4	POU3F4	ortholog_one2one
FAM236C		ortholog_many2many
DCAF8L1		ortholog_one2many
SPIN4	SPIN4	ortholog_one2one
DCAF12L2	DCAF12L2	ortholog_one2one
CLUL1	CLUL1	ortholog_one2one
MAGEC2		ortholog_one2many
RNU6-564P	U6	ortholog_one2many
RN7SL268P	Metazoa_SRP	ortholog_many2many
TSSK2	TSSK2	ortholog_one2one
GSC2	GSC2	ortholog_one2one
U7	U7	ortholog_one2one
RN7SL263P	Metazoa_SRP	ortholog_one2one
DOK6	DOK6	ortholog_one2one
AMER1	AMER1	ortholog_one2one
RSPH1	RSPH1	ortholog_one2one
SPATC1L	SPATC1L	ortholog_one2one
CELF4	CELF4	ortholog_one2one
H1-0		ortholog_one2one
GPR50	GPR50	ortholog_one2one
C22orf31	C22orf31	ortholog_one2one
IGLV4-69		ortholog_many2many
PASD1		ortholog_one2one
WDR4	WDR4	ortholog_one2one
IGLV4-60		ortholog_many2many
IGLV6-57		ortholog_one2many
IGLV5-52		ortholog_one2one
IGLV1-51		ortholog_many2many
IGLV1-50		ortholog_many2many
IGLV9-49		ortholog_one2one
IGLV5-48		ortholog_many2many
IGLV1-47		ortholog_many2many
IGLV5-45		ortholog_many2many
IGLV1-44		ortholog_many2many
IGLV1-40		ortholog_many2many
IGLV5-37		ortholog_many2many
IGLV1-36		ortholog_many2many
GLUD2		ortholog_one2many
APOL5		ortholog_one2one
NAP1L3	NAP1L3	ortholog_one2one
MIRLET7A3	mmr-let-7a-1	ortholog_one2one
RN7SKP80	7SK	ortholog_one2many
RNU6-513P	U6	ortholog_one2many
	SNORA31	ortholog_one2many
RNU6-146P	U6	ortholog_one2many
RN7SL658P	Metazoa_SRP	ortholog_one2many
IL17REL	IL17REL	ortholog_one2one
RNU6-133P	U6	ortholog_one2one
RNU6-641P	U6	ortholog_one2many
RN7SL732P	Metazoa_SRP	ortholog_one2many
RNU7-164P	U7	ortholog_many2many
MIR532	MIR532	ortholog_one2one
MIR188	MIR188	ortholog_one2one
MIR500A	MIR500A	ortholog_one2one
MIR500B	MIR500B	ortholog_one2one
MIR660	MIR660	ortholog_one2one
MIR502	MIR502	ortholog_one2one
MIR223	MIR223	ortholog_one2one
U3	U3	ortholog_one2many
MIR676	MIR676	ortholog_one2one
RNU6-562P	U6	ortholog_one2many
RNU2-26P	U2	ortholog_one2many
RNU6-332P	U6	ortholog_one2one
U6	U6	ortholog_one2one
	ACA64	ortholog_one2one
MIR361	MIR361	ortholog_one2one
RN7SKP63	7SK	ortholog_one2many
RNU6-345P	U6	ortholog_one2one
RNU6-493P	U6	ortholog_one2one
	SNORA25	ortholog_one2many
RN7SKP210	7SK	ortholog_one2one
RN7SKP194	7SK	ortholog_one2one
TMA7B		ortholog_one2one
RNU6-648P	U6	ortholog_many2many
SNORA35B	SNORA35	ortholog_one2one
	SNORA64	ortholog_one2one
RNU6-154P	U6	ortholog_one2many
RNU6-1015P	U6	ortholog_one2many
IGLV3-32		ortholog_many2many
RN7SKP31	7SK	ortholog_one2one
RNU6-3P	U6	ortholog_one2one
RNU1-115P	U1	ortholog_one2one
RN7SKP267	7SK	ortholog_one2one
RN7SKP189	7SK	ortholog_one2many
IGLV3-22		ortholog_one2many
RNU6-382P	U6	ortholog_one2many
RN7SL785P	Metazoa_SRP	ortholog_one2many
IGLV3-19		ortholog_many2many
SNORA11C	SNORA11	ortholog_many2many
MCHR1	MCHR1	ortholog_one2one
OPN1LW		ortholog_one2many
OPN1MW		ortholog_one2many
TTLL8	TTLL8	ortholog_one2one
TBX1	TBX1	ortholog_one2one
PAXBP1	PAXBP1	ortholog_one2one
RNU1-142P	U1	ortholog_one2one
RN7SKP290	7SK	ortholog_one2many
SSX7		ortholog_one2many
MN1	MN1	ortholog_one2one
GSTT2		ortholog_one2many
RNU1-57P	U1	ortholog_one2one
F8A3		ortholog_many2many
F8A3	F8A1	ortholog_many2many
PABPC1L2B		ortholog_one2many
HSFX4		ortholog_one2many
RN7SL15P	Metazoa_SRP	ortholog_one2many
RNU6-1321P	U6	ortholog_one2one
RNU6-202P	U6	ortholog_one2one
RNU6-800P	U6	ortholog_one2many
IGLV4-3		ortholog_one2one
IGLC1		ortholog_many2many
VTRNA3-1P	Vault	ortholog_one2many
IGLC2		ortholog_many2many
IGLC3		ortholog_many2many
RN7SL687P	Metazoa_SRP	ortholog_one2many
IGLC7		ortholog_many2many
MIR98	MIR98	ortholog_one2one
MIRLET7F2	MIRLET7F2	ortholog_one2one
GAGE2E		ortholog_many2many
DLGAP1	DLGAP1	ortholog_one2one
UBQLN2	UBQLN2	ortholog_one2one
RNU6-935P	U6	ortholog_one2many
	SNORA7	ortholog_one2one
	MIAT_exon5_2	ortholog_one2one
RN7SKP131	7SK	ortholog_one2many
RN7SL91P	Metazoa_SRP	ortholog_one2one
WASH6P	WASHC1	ortholog_one2many
	SNORA15	ortholog_one2one
RN7SL633P	Metazoa_SRP	ortholog_one2many
RNU6-1128P	U6	ortholog_one2one
RN7SL712P	Metazoa_SRP	ortholog_one2one
TMEM191B	TMEM191C	ortholog_one2many
GART	GART	ortholog_one2one
ESX1		ortholog_one2one
CTAG1A		ortholog_one2many
SRPX2	SRPX2	ortholog_one2one
EPG5	EPG5	ortholog_one2one
MIR505	MIR505	ortholog_one2one
MIR652	MIR652	ortholog_one2one
SNORA69	SNORA69	ortholog_one2one
RNF113A		ortholog_one2many
RNU6-245P	U6	ortholog_one2one
HSFX3		ortholog_one2many
RNU6-28P	U6	ortholog_one2many
RIOK3	RIOK3	ortholog_one2one
RN7SKP20	7SK	ortholog_one2one
RN7SL262P	Metazoa_SRP	ortholog_one2one
F8A1		ortholog_many2many
F8A1	F8A1	ortholog_many2many
UBE2L5	UBE2L3	ortholog_one2many
GUCY2F	GUCY2F	ortholog_one2one
F10	F10	ortholog_one2one
F8A2		ortholog_many2many
F8A2	F8A1	ortholog_many2many
ARSH	ARSH	ortholog_one2one
RN7SL578P	Metazoa_SRP	ortholog_one2many
RNU6-266P	U6	ortholog_one2one
MIR224	MIR224	ortholog_one2one
MIR452	MIR452	ortholog_one2one
SPACA5B		ortholog_one2many
OPN1MW2		ortholog_one2many
TEX26	TEX26	ortholog_one2one
FAM236D		ortholog_many2many
CTAG1B		ortholog_one2many
CTAG2		ortholog_one2many
IPO5	IPO5	ortholog_one2one
SNORA11E	SNORA11	ortholog_one2many
SNORA11D	SNORA11	ortholog_one2many
RNU6-203P	U6	ortholog_one2many
RNA5SP524	5S_rRNA	ortholog_one2one
GAGE1		ortholog_many2many
MIR450A2	MIR450A2	ortholog_one2one
MIR542	MIR542	ortholog_one2one
MIR424	MIR424	ortholog_one2one
TEX13D		ortholog_many2many
CNGA2	CNGA2	ortholog_one2one
RS1	RS1	ortholog_one2one
ZNF24	ZNF24	ortholog_one2one
RNU6-29P	U6	ortholog_one2many
RNU6-722P	U6	ortholog_one2many
SNORA11G	SNORA11	ortholog_one2one
SNORA36A	SNORA36	ortholog_one2one
SNORA56	SNORA56	ortholog_one2one
SMIM9	SMIM9	ortholog_one2one
	snoU2-30	ortholog_one2one
	snoU2_19	ortholog_many2many
RNU6-98P	U6	ortholog_one2one
LPIN2	LPIN2	ortholog_one2one
DGAT2L6	DGAT2L6	ortholog_one2one
POSTN	POSTN	ortholog_one2one
RNY4P23	Y_RNA	ortholog_one2many
TRPC5	TRPC5	ortholog_one2one
TEX13C		ortholog_many2many
RNU1-67P	U1	ortholog_one2one
RN7SL118P	Metazoa_SRP	ortholog_one2one
RNY3P16	Y_RNA	ortholog_many2many
SNORA35	SNORA35	ortholog_one2one
MIR1912	MIR1912	ortholog_one2one
MIR448	MIR448	ortholog_one2one
MBD2	MBD2	ortholog_one2one
OPN1MW3		ortholog_one2many
RNU7-56P	U7	ortholog_many2many
RNU4-6P	U4	ortholog_one2many
RN7SL388P	Metazoa_SRP	ortholog_many2many
ATP5F1A	ATP5F1A	ortholog_one2many
ATP5F1A		ortholog_one2many
SNORD3E	U3	ortholog_one2one
GLRA2	GLRA2	ortholog_one2one
RNU6-1044P	U6	ortholog_one2many
NPC1	NPC1	ortholog_one2one
XPO4	XPO4	ortholog_one2one
MIR374A	MIR374A	ortholog_one2one
ZCCHC13	ZCCHC13	ortholog_one2one
CPAP	CENPJ	ortholog_one2one
TKTL1	TKTL1	ortholog_one2one
UBE2NL		ortholog_one2one
MIR363	MIR363	ortholog_one2one
MIR92A2	MIR92A2	ortholog_one2one
MIR19B2	MIR19B2	ortholog_one2one
MIR20B	MIR20B	ortholog_one2one
CRLF2	CRLF2	ortholog_one2one
RNA5SP525	5S_rRNA	ortholog_one2one
MIR105-1	MIR105-1	ortholog_one2one
MIR767	MIR767	ortholog_one2one
MIR105-2	MIR105-2	ortholog_one2one
CBS	CBS	ortholog_one2one
RNU6-434P	U6	ortholog_one2one
USP27X	USP27X	ortholog_one2one
RNU6-421P	U6	ortholog_one2one
TXNL4A		ortholog_one2many
TXNL4A	TXNL4A	ortholog_one2many
ZMYM5	ZMYM5	ortholog_one2one
CDH19	CDH19	ortholog_one2one
ARGLU1	ARGLU1	ortholog_one2one
METTL21C	METTL21C	ortholog_one2one
GRTP1	GRTP1	ortholog_one2one
DIPK1C	DIPK1C	ortholog_one2one
RAX	RAX	ortholog_one2one
ANKRD12	ANKRD12	ortholog_one2one
MBNL2	MBNL2	ortholog_one2one
ZSCAN30	ZSCAN30	ortholog_one2one
ABCC4	ABCC4	ortholog_one2one
ATP9B	ATP9B	ortholog_one2one
CLN5	CLN5	ortholog_one2one
TBC1D4	TBC1D4	ortholog_one2one
UBL3	UBL3	ortholog_one2one
RN7SKP140	7SK	ortholog_one2many
NAXD	NAXD	ortholog_one2one
DYNAP	DYNAP	ortholog_one2one
CEP76	CEP76	ortholog_one2one
DNAJC3	DNAJC3	ortholog_one2one
CNDP1	CNDP1	ortholog_one2one
THSD1	THSD1	ortholog_one2one
COL18A1	COL18A1	ortholog_one2one
KCNRG	KCNRG	ortholog_one2one
KATNAL2	KATNAL2	ortholog_one2one
LRRC63	LRRC63	ortholog_one2one
FNDC3A	FNDC3A	ortholog_one2one
TUBB6	TUBB6	ortholog_one2one
SERP2	SERP2	ortholog_one2one
BRCA2	BRCA2	ortholog_one2one
SERPINB3		ortholog_many2many
FBXL3	FBXL3	ortholog_one2one
PCID2	PCID2	ortholog_one2one
SERPINB2	SERPINB2	ortholog_one2one
RN7SL170P	Metazoa_SRP	ortholog_one2many
USP14	USP14	ortholog_one2one
RN7SKP252	7SK	ortholog_one2many
RIT2	RIT2	ortholog_one2one
ARK2N	ARK2N	ortholog_one2one
ERCC5	BIVM	ortholog_one2many
HDHD2	HDHD2	ortholog_one2one
SNORA71C	SNORA71	ortholog_one2one
SNORA71D	SNORA71	ortholog_one2many
MYCBP2	MYCBP2	ortholog_one2one
LIPG	LIPG	ortholog_one2one
EFNB2	EFNB2	ortholog_one2one
ENOX1	ENOX1	ortholog_one2one
TRAPPC8	TRAPPC8	ortholog_one2one
BTG3	BTG3	ortholog_one2one
HELZ2	HELZ2	ortholog_one2one
BPIFB6	BPIFB6	ortholog_one2one
HLCS	HLCS	ortholog_one2one
